policy_no,certi_no,year,保险合同收入_预期赔付与费用_含亏损,保险合同收入_预期赔付与费用_亏损分摊,保险合同收入_预期释放的非金融风险调整_含亏损,保险合同收入_预期释放的非金融风险调整_亏损分摊,保险合同收入_摊销的CSM,保险合同收入_摊销的IACF,保险合同收入_经验调整,赔付与费用_亏损分摊_预期现金流,赔付与费用_亏损分摊_非金融风险调整,赔付与费用_摊销的IACF,亏损合同损益_新增合同预期现金流_赔付与费用现金流_亏损,亏损合同损益_新增合同非金融风险调整_亏损,亏损合同损益_不调整CSM的预期现金流变动,亏损合同损益_不调整CSM的非金融风险调整变动,IFIE_P&L_未到期_预期现金流_非亏损,IFIE_P&L_未到期_预期现金流_亏损,IFIE_P&L_未到期_非金融风险调整_非亏损,IFIE_P&L_未到期_非金融风险调整_亏损,IFIE_P&L_未到期_CSM,IFIE_OCI_未到期_预期现金流_非亏损,IFIE_OCI_未到期_预期现金流_亏损,IFIE_OCI_未到期_非金融风险调整_非亏损,IFIE_OCI_未到期_非金融风险调整_亏损,未到期责任负债_预期现金流_非亏损,未到期责任负债_预期现金流_亏损,未到期责任负债_非金融风险调整_非亏损,未到期责任负债_非金融风险调整_亏损,未到期责任负债_CSM,未到期_调整CSM的预期现金流变动,未到期_调整CSM的非金融风险调整变动,未到期_调整CSM的估计变更,新增合同预期现金流_保费现金流_盈利合同,新增合同预期现金流_IACF_盈利合同,新增合同预期现金流_赔付与费用现金流_盈利合同,新增合同非金融风险调整_盈利合同,新增合同CSM_盈利合同,新增合同预期现金流_保费现金流_亏损合同,新增合同预期现金流_IACF_亏损合同,新增合同预期现金流_赔付与费用现金流_亏损合同_非亏损,新增合同非金融风险调整_亏损合同_非亏损,现金流_收到的保费,现金流_支付的获取费用
1WGL2022022130422943,,2023,41.33223775630084,0.0,1.2399671326890254,0.0,-27.083817562732808,27.15670440369857,0.0,0.0,0.0,-27.15670440369857,0.0,0.0,0.0,0.0,6.4656095544115475,0.0,0.19396828663234644,0.0,-2.512029243490397,0.7030861325404081,0.0,0.02109258397621224,0.0,122.52814216552993,0.0,3.675844264965898,0.0,85.18417140278702,34.83919474511471,0.0,34.83919474511471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1WGL2022022130422943,,2024,41.33223775627764,0.0,1.2399671326883293,0.0,-39.21362300749902,27.231106333571717,0.0,0.0,0.0,-27.231106333571717,0.0,0.0,0.0,0.0,5.811485875229015,0.0,0.17434457625687044,0.0,-2.974555198024158,1.3949864402512244,0.0,0.04184959320753673,0.0,85.68849633857543,0.0,2.570654890157263,0.0,83.78429833842686,35.463860847098445,0.0,35.463860847098445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1WGL2022022230422949,,2022,37.998158370987774,0.0,1.1399447511296332,0.0,-10.535619929210839,23.21340212042179,0.0,0.0,0.0,-23.21340212042179,59.663434777236496,0.0,0.0,0.0,2.9785458469020663,0.0,0.08935637540706198,0.0,-0.9984781093609041,0.3405121933702218,0.0,0.010215365801106654,0.0,165.8683627421846,0.0,4.976050882265538,0.0,51.12477106674746,59.663434777236496,0.0,59.663434777236496,283.02,135.857923948366,200.8014668241461,6.0240440047243835,0.0,0.0,0.0,0.0,0.0,283.02,135.857923948366
1WGL2022022230422949,,2023,41.33223775630084,0.0,1.2399671326890254,0.0,-27.074255873000777,27.15670440369857,0.0,0.0,0.0,-27.15670440369857,0.0,0.0,0.0,0.0,6.4656095544115475,0.0,0.19396828663234644,0.0,-2.512802105714412,0.7030861325404081,0.0,0.02109258397621224,0.0,122.52814216552993,0.0,3.675844264965898,0.0,85.22827396733669,34.83919474511471,0.0,34.83919474511471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1WGL2022022230422949,,2024,41.33223775627764,0.0,1.2399671326883293,0.0,-39.19389102624284,27.231106333571717,0.0,0.0,0.0,-27.231106333571717,0.0,0.0,0.0,0.0,5.811485875229015,0.0,0.17434457625687044,0.0,-2.975648197802766,1.3949864402512244,0.0,0.04184959320753673,0.0,85.68849633857543,0.0,2.570654890157263,0.0,83.84922588401132,35.463860847098445,0.0,35.463860847098445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1WGL2022022230422950,,2022,37.998158370987774,0.0,1.1399447511296332,0.0,-10.535619929210839,23.21340212042179,0.0,0.0,0.0,-23.21340212042179,59.663434777236496,0.0,0.0,0.0,2.9785458469020663,0.0,0.08935637540706198,0.0,-0.9984781093609041,0.3405121933702218,0.0,0.010215365801106654,0.0,165.8683627421846,0.0,4.976050882265538,0.0,51.12477106674746,59.663434777236496,0.0,59.663434777236496,283.02,135.857923948366,200.8014668241461,6.0240440047243835,0.0,0.0,0.0,0.0,0.0,283.02,135.857923948366
1WGL2022022230422950,,2023,41.33223775630084,0.0,1.2399671326890254,0.0,-27.074255873000777,27.15670440369857,0.0,0.0,0.0,-27.15670440369857,0.0,0.0,0.0,0.0,6.4656095544115475,0.0,0.19396828663234644,0.0,-2.512802105714412,0.7030861325404081,0.0,0.02109258397621224,0.0,122.52814216552993,0.0,3.675844264965898,0.0,85.22827396733669,34.83919474511471,0.0,34.83919474511471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1WGL2022022230422950,,2024,41.33223775627764,0.0,1.2399671326883293,0.0,-39.19389102624284,27.231106333571717,0.0,0.0,0.0,-27.231106333571717,0.0,0.0,0.0,0.0,5.811485875229015,0.0,0.17434457625687044,0.0,-2.975648197802766,1.3949864402512244,0.0,0.04184959320753673,0.0,85.68849633857543,0.0,2.570654890157263,0.0,83.84922588401132,35.463860847098445,0.0,35.463860847098445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1WGL2022022230422944,,2022,37.998158370987774,0.0,1.1399447511296332,0.0,-10.535619929210839,23.21340212042179,0.0,0.0,0.0,-23.21340212042179,59.663434777236496,0.0,0.0,0.0,2.9785458469020663,0.0,0.08935637540706198,0.0,-0.9984781093609041,0.3405121933702218,0.0,0.010215365801106654,0.0,165.8683627421846,0.0,4.976050882265538,0.0,51.12477106674746,59.663434777236496,0.0,59.663434777236496,283.02,135.857923948366,200.8014668241461,6.0240440047243835,0.0,0.0,0.0,0.0,0.0,283.02,135.857923948366
1WGL2022022230422944,,2023,41.33223775630084,0.0,1.2399671326890254,0.0,-27.074255873000777,27.15670440369857,0.0,0.0,0.0,-27.15670440369857,0.0,0.0,0.0,0.0,6.4656095544115475,0.0,0.19396828663234644,0.0,-2.512802105714412,0.7030861325404081,0.0,0.02109258397621224,0.0,122.52814216552993,0.0,3.675844264965898,0.0,85.22827396733669,34.83919474511471,0.0,34.83919474511471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1WGL2022022230422944,,2024,41.33223775627764,0.0,1.2399671326883293,0.0,-39.19389102624284,27.231106333571717,0.0,0.0,0.0,-27.231106333571717,0.0,0.0,0.0,0.0,5.811485875229015,0.0,0.17434457625687044,0.0,-2.975648197802766,1.3949864402512244,0.0,0.04184959320753673,0.0,85.68849633857543,0.0,2.570654890157263,0.0,83.84922588401132,35.463860847098445,0.0,35.463860847098445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1WGL2022022830423781,,2022,35.096033905267475,0.0,1.0528810171580243,0.0,-10.299344372351516,22.76699054118291,0.0,0.0,0.0,-22.76699054118291,59.46903670599047,0.0,0.0,0.0,3.028188277683767,0.0,0.09084564833051302,0.0,-0.9952248233346159,0.3461873965930588,0.0,0.010385621897791766,0.0,168.63283545455434,0.0,5.05898506363663,0.0,51.16014198030818,59.46903670599047,0.0,59.46903670599047,283.02,135.857923948366,200.61273083264513,6.018381924979353,0.0,0.0,0.0,0.0,0.0,283.02,135.857923948366
1WGL2022022830423781,,2023,38.48568128033576,0.0,1.1545704384100728,0.0,-26.92912145309702,27.15670440369857,0.0,0.0,0.0,-27.15670440369857,0.0,0.0,0.0,0.0,6.573369713651738,0.0,0.19720109140955216,0.0,-2.509236845823558,0.7148042347494149,0.0,0.021444127042482445,0.0,124.57027786828877,0.0,3.7371083360486628,0.0,85.21406925569057,35.41984799086662,0.0,35.41984799086662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1WGL2022022830423781,,2024,38.48568128031218,0.0,1.1545704384093654,0.0,-39.17423289704148,27.231106333571717,0.0,0.0,0.0,-27.231106333571717,0.0,0.0,0.0,0.0,5.908343973149494,0.0,0.1772503191944848,0.0,-2.989686567876983,1.4182362142554115,0.0,0.04254708642766234,0.0,87.11663794421835,0.0,2.6134991383265507,0.0,84.4493709173927,36.05492519455009,0.0,36.05492519455009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1WGL2022022830423780,,2022,35.096033905267475,0.0,1.0528810171580243,0.0,-10.299344372351516,22.76699054118291,0.0,0.0,0.0,-22.76699054118291,59.46903670599047,0.0,0.0,0.0,3.028188277683767,0.0,0.09084564833051302,0.0,-0.9952248233346159,0.3461873965930588,0.0,0.010385621897791766,0.0,168.63283545455434,0.0,5.05898506363663,0.0,51.16014198030818,59.46903670599047,0.0,59.46903670599047,283.02,135.857923948366,200.61273083264513,6.018381924979353,0.0,0.0,0.0,0.0,0.0,283.02,135.857923948366
1WGL2022022830423780,,2023,38.48568128033576,0.0,1.1545704384100728,0.0,-26.92912145309702,27.15670440369857,0.0,0.0,0.0,-27.15670440369857,0.0,0.0,0.0,0.0,6.573369713651738,0.0,0.19720109140955216,0.0,-2.509236845823558,0.7148042347494149,0.0,0.021444127042482445,0.0,124.57027786828877,0.0,3.7371083360486628,0.0,85.21406925569057,35.41984799086662,0.0,35.41984799086662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1WGL2022022830423780,,2024,38.48568128031218,0.0,1.1545704384093654,0.0,-39.17423289704148,27.231106333571717,0.0,0.0,0.0,-27.231106333571717,0.0,0.0,0.0,0.0,5.908343973149494,0.0,0.1772503191944848,0.0,-2.989686567876983,1.4182362142554115,0.0,0.04254708642766234,0.0,87.11663794421835,0.0,2.6134991383265507,0.0,84.4493709173927,36.05492519455009,0.0,36.05492519455009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1WGL2022022830423778,,2022,35.096033905267475,0.0,1.0528810171580243,0.0,-10.299344372351516,22.76699054118291,0.0,0.0,0.0,-22.76699054118291,59.46903670599047,0.0,0.0,0.0,3.028188277683767,0.0,0.09084564833051302,0.0,-0.9952248233346159,0.3461873965930588,0.0,0.010385621897791766,0.0,168.63283545455434,0.0,5.05898506363663,0.0,51.16014198030818,59.46903670599047,0.0,59.46903670599047,283.02,135.857923948366,200.61273083264513,6.018381924979353,0.0,0.0,0.0,0.0,0.0,283.02,135.857923948366
1WGL2022022830423778,,2023,38.48568128033576,0.0,1.1545704384100728,0.0,-26.92912145309702,27.15670440369857,0.0,0.0,0.0,-27.15670440369857,0.0,0.0,0.0,0.0,6.573369713651738,0.0,0.19720109140955216,0.0,-2.509236845823558,0.7148042347494149,0.0,0.021444127042482445,0.0,124.57027786828877,0.0,3.7371083360486628,0.0,85.21406925569057,35.41984799086662,0.0,35.41984799086662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1WGL2022022830423778,,2024,38.48568128031218,0.0,1.1545704384093654,0.0,-39.17423289704148,27.231106333571717,0.0,0.0,0.0,-27.231106333571717,0.0,0.0,0.0,0.0,5.908343973149494,0.0,0.1772503191944848,0.0,-2.989686567876983,1.4182362142554115,0.0,0.04254708642766234,0.0,87.11663794421835,0.0,2.6134991383265507,0.0,84.4493709173927,36.05492519455009,0.0,36.05492519455009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1WGL2022022830424067,,2022,35.096033905267475,0.0,1.0528810171580243,0.0,-10.299344372351516,22.76699054118291,0.0,0.0,0.0,-22.76699054118291,59.46903670599047,0.0,0.0,0.0,3.028188277683767,0.0,0.09084564833051302,0.0,-0.9952248233346159,0.3461873965930588,0.0,0.010385621897791766,0.0,168.63283545455434,0.0,5.05898506363663,0.0,51.16014198030818,59.46903670599047,0.0,59.46903670599047,283.02,135.857923948366,200.61273083264513,6.018381924979353,0.0,0.0,0.0,0.0,0.0,283.02,135.857923948366
1WGL2022022830424067,,2023,38.48568128033576,0.0,1.1545704384100728,0.0,-26.92912145309702,27.15670440369857,0.0,0.0,0.0,-27.15670440369857,0.0,0.0,0.0,0.0,6.573369713651738,0.0,0.19720109140955216,0.0,-2.509236845823558,0.7148042347494149,0.0,0.021444127042482445,0.0,124.57027786828877,0.0,3.7371083360486628,0.0,85.21406925569057,35.41984799086662,0.0,35.41984799086662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1WGL2022022830424067,,2024,38.48568128031218,0.0,1.1545704384093654,0.0,-39.17423289704148,27.231106333571717,0.0,0.0,0.0,-27.231106333571717,0.0,0.0,0.0,0.0,5.908343973149494,0.0,0.1772503191944848,0.0,-2.989686567876983,1.4182362142554115,0.0,0.04254708642766234,0.0,87.11663794421835,0.0,2.6134991383265507,0.0,84.4493709173927,36.05492519455009,0.0,36.05492519455009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1WGL2022022230422951,,2022,37.998158370987774,0.0,1.1399447511296332,0.0,-10.535619929210839,23.21340212042179,0.0,0.0,0.0,-23.21340212042179,59.663434777236496,0.0,0.0,0.0,2.9785458469020663,0.0,0.08935637540706198,0.0,-0.9984781093609041,0.3405121933702218,0.0,0.010215365801106654,0.0,165.8683627421846,0.0,4.976050882265538,0.0,51.12477106674746,59.663434777236496,0.0,59.663434777236496,283.02,135.857923948366,200.8014668241461,6.0240440047243835,0.0,0.0,0.0,0.0,0.0,283.02,135.857923948366
1WGL2022022230422951,,2023,41.33223775630084,0.0,1.2399671326890254,0.0,-27.074255873000777,27.15670440369857,0.0,0.0,0.0,-27.15670440369857,0.0,0.0,0.0,0.0,6.4656095544115475,0.0,0.19396828663234644,0.0,-2.512802105714412,0.7030861325404081,0.0,0.02109258397621224,0.0,122.52814216552993,0.0,3.675844264965898,0.0,85.22827396733669,34.83919474511471,0.0,34.83919474511471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1WGL2022022230422951,,2024,41.33223775627764,0.0,1.2399671326883293,0.0,-39.19389102624284,27.231106333571717,0.0,0.0,0.0,-27.231106333571717,0.0,0.0,0.0,0.0,5.811485875229015,0.0,0.17434457625687044,0.0,-2.975648197802766,1.3949864402512244,0.0,0.04184959320753673,0.0,85.68849633857543,0.0,2.570654890157263,0.0,83.84922588401132,35.463860847098445,0.0,35.463860847098445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1WGL2022022830423779,,2022,35.096033905267475,0.0,1.0528810171580243,0.0,-10.299344372351516,22.76699054118291,0.0,0.0,0.0,-22.76699054118291,59.46903670599047,0.0,0.0,0.0,3.028188277683767,0.0,0.09084564833051302,0.0,-0.9952248233346159,0.3461873965930588,0.0,0.010385621897791766,0.0,168.63283545455434,0.0,5.05898506363663,0.0,51.16014198030818,59.46903670599047,0.0,59.46903670599047,283.02,135.857923948366,200.61273083264513,6.018381924979353,0.0,0.0,0.0,0.0,0.0,283.02,135.857923948366
1WGL2022022830423779,,2023,38.48568128033576,0.0,1.1545704384100728,0.0,-26.92912145309702,27.15670440369857,0.0,0.0,0.0,-27.15670440369857,0.0,0.0,0.0,0.0,6.573369713651738,0.0,0.19720109140955216,0.0,-2.509236845823558,0.7148042347494149,0.0,0.021444127042482445,0.0,124.57027786828877,0.0,3.7371083360486628,0.0,85.21406925569057,35.41984799086662,0.0,35.41984799086662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1WGL2022022830423779,,2024,38.48568128031218,0.0,1.1545704384093654,0.0,-39.17423289704148,27.231106333571717,0.0,0.0,0.0,-27.231106333571717,0.0,0.0,0.0,0.0,5.908343973149494,0.0,0.1772503191944848,0.0,-2.989686567876983,1.4182362142554115,0.0,0.04254708642766234,0.0,87.11663794421835,0.0,2.6134991383265507,0.0,84.4493709173927,36.05492519455009,0.0,36.05492519455009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1WGL2022022830423782,,2022,35.096033905267475,0.0,1.0528810171580243,0.0,-10.299344372351516,22.76699054118291,0.0,0.0,0.0,-22.76699054118291,59.46903670599047,0.0,0.0,0.0,3.028188277683767,0.0,0.09084564833051302,0.0,-0.9952248233346159,0.3461873965930588,0.0,0.010385621897791766,0.0,168.63283545455434,0.0,5.05898506363663,0.0,51.16014198030818,59.46903670599047,0.0,59.46903670599047,283.02,135.857923948366,200.61273083264513,6.018381924979353,0.0,0.0,0.0,0.0,0.0,283.02,135.857923948366
1WGL2022022830423782,,2023,38.48568128033576,0.0,1.1545704384100728,0.0,-26.92912145309702,27.15670440369857,0.0,0.0,0.0,-27.15670440369857,0.0,0.0,0.0,0.0,6.573369713651738,0.0,0.19720109140955216,0.0,-2.509236845823558,0.7148042347494149,0.0,0.021444127042482445,0.0,124.57027786828877,0.0,3.7371083360486628,0.0,85.21406925569057,35.41984799086662,0.0,35.41984799086662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1WGL2022022830423782,,2024,38.48568128031218,0.0,1.1545704384093654,0.0,-39.17423289704148,27.231106333571717,0.0,0.0,0.0,-27.231106333571717,0.0,0.0,0.0,0.0,5.908343973149494,0.0,0.1772503191944848,0.0,-2.989686567876983,1.4182362142554115,0.0,0.04254708642766234,0.0,87.11663794421835,0.0,2.6134991383265507,0.0,84.4493709173927,36.05492519455009,0.0,36.05492519455009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1440003000004501220210000006,,2021,29050.68365314354,0.0,871.5205095943062,0.0,-26892.547594406038,8829.836923524545,0.0,0.0,0.0,-8829.836923524545,0.0,0.0,0.0,0.0,4818.5928767094065,0.0,144.5577863012822,0.0,-2981.6935997040173,11002.506323736601,0.0,330.07518971209805,0.0,392194.8857045797,0.0,11765.84657113739,0.0,216123.39816078797,0.0,0.0,0.0,734517.0,79791.2939747218,405507.9101645556,12165.237304936667,237052.55855578594,0.0,0.0,0.0,0.0,734517.0,79791.2939747218
1440003000004501220210000006,,2022,31454.727477772278,0.0,943.6418243331683,0.0,-13004.706125190416,4207.428821261696,0.0,0.0,0.0,-4207.428821261696,0.0,0.0,0.0,0.0,12907.267777633853,0.0,387.21803332901555,0.0,-6192.462306511138,12289.498463434453,0.0,368.68495390303354,0.0,371399.79998878227,0.0,11141.993999663468,0.0,206329.46074240466,17221.991890870555,0.0,17221.991890870555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1440003000004501220210000006,,2023,31355.599183047023,0.0,940.6679754914106,0.0,-14491.78913460699,4207.428821261696,0.0,0.0,0.0,-4207.428821261696,0.0,0.0,0.0,0.0,11697.396568068983,0.0,350.9218970420695,0.0,-6371.700458530474,18476.444129070558,0.0,554.2933238721167,0.0,344512.6933814824,0.0,10335.380801444471,0.0,215431.3639571987,17299.313939519925,0.0,17299.313939519925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1440003000004501220210000006,,2024,31355.599183030983,0.0,940.6679754909295,0.0,-16179.562870306096,4218.956023511728,0.0,0.0,0.0,-4218.956023511728,0.0,0.0,0.0,0.0,11833.287297100112,0.0,354.9986189130034,0.0,-7133.551978365725,37227.41070611623,0.0,1116.822321183487,0.0,345133.0453646304,0.0,10353.991360938911,0.0,223684.66700477825,17079.411326902362,0.0,17079.411326902362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1440003000004501220210000007,,2021,16637.184945182056,0.0,499.11554835546167,0.0,-7706.266565347373,5586.939774144149,0.0,0.0,0.0,-5586.939774144149,0.0,0.0,0.0,0.0,1467.046547855918,0.0,44.01139643567755,0.0,-530.6869930234354,2291.7341482259167,0.0,68.7520244467775,0.0,133776.22125980165,0.0,4013.2866377940495,0.0,41512.773661854866,0.0,0.0,0.0,234930.0,35683.1432132223,146688.53451031295,4400.656035309388,48157.66624115537,0.0,0.0,0.0,0.0,234930.0,35683.1432132223
